sequence,survived,category
Entree -> Minotaure -> Zombie -> Or -> Gobelin -> Piege_a_Pics -> Couloir -> Dragon -> Zombie -> Piege_a_Pics -> Couloir -> Gaz_Toxique -> Liche -> Or -> Couloir -> Gemmes -> Zombie -> Gobelin -> Orc -> Repas -> Escalier -> Fontaine_Sacree -> Potion -> Rat -> Couloir -> Or -> Escalier -> Couloir -> Repas -> Orc -> Potion -> Repas -> Salle_Vide -> Coffre -> Gemmes -> Gemmes -> Inscription -> Gemmes -> Zombie -> Couloir -> Dragon -> Sortie,0,synthetic
Entree -> Salle_Vide -> Or -> Hydre -> Couloir -> Salle_Vide -> Gemmes -> Minotaure -> Dragon -> Fosse -> Or -> Zombie -> Fontaine_Sacree -> Or -> Gobelin -> Inscription -> Salle_Vide -> Gemmes -> Gemmes -> Hydre -> Demon -> Salle_Vide -> Coffre -> Salle_Vide -> Inscription -> Or -> Repas -> Potion -> Gaz_Toxique -> Couloir -> Escalier -> Rat -> Couloir -> Grande_Potion -> Salle_Vide -> Grande_Potion -> Fosse -> Orc -> Inscription -> Repas -> Inscription -> Inscription -> Couloir -> Grande_Potion -> Fosse -> Escalier -> Gobelin -> Escalier -> Gemmes -> Escalier -> Fontaine_Sacree -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Inscription -> Or -> Fosse -> Salle_Vide -> Salle_Vide -> Couloir -> Escalier -> Gobelin -> Escalier -> Inscription -> Escalier -> Orc -> Rat -> Couloir -> Piege_a_Pics -> Gemmes -> Fosse -> Potion -> Fosse -> Or -> Fontaine_Sacree -> Hydre -> Minotaure -> Gemmes -> Couloir -> Rat -> Or -> Gaz_Toxique -> Inscription -> Orc -> Couloir -> Minotaure -> Inscription -> Orc -> Or -> Inscription -> Couloir -> Fontaine_Sacree -> Gobelin -> Escalier -> Inscription -> Gobelin -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Rat -> Couloir -> Potion -> Gaz_Toxique -> Orc -> Or -> Orc -> Rat -> Coffre -> Hydre -> Inscription -> Hydre -> Salle_Vide -> Salle_Vide -> Demon -> Salle_Vide -> Escalier -> Salle_Vide -> Gobelin -> Couloir -> Dragon -> Escalier -> Orc -> Fontaine_Sacree -> Gemmes -> Liche -> Salle_Vide -> Couloir -> Zombie -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Zombie -> Rat -> Potion -> Salle_Vide -> Couloir -> Repas -> Escalier -> Grande_Potion -> Coffre -> Rat -> Rat -> Zombie -> Salle_Vide -> Potion -> Potion -> Inscription -> Orc -> Salle_Vide -> Grande_Potion -> Rat -> Couloir -> Piege_a_Pics -> Coffre -> Salle_Vide -> Zombie -> Orc -> Gobelin -> Escalier -> Rat -> Fosse -> Gemmes -> Gobelin -> Orc -> Orc -> Repas -> Gobelin -> Grande_Potion -> Potion -> Salle_Vide -> Gaz_Toxique -> Repas -> Rat -> Repas -> Salle_Vide -> Dragon -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Inscription -> Hydre -> Fosse -> Couloir -> Rat -> Escalier -> Gemmes -> Orc -> Troll -> Escalier -> Escalier -> Gemmes -> Or -> Or -> Piege_a_Pics -> Salle_Vide -> Couloir -> Or -> Coffre -> Couloir -> Rat -> Rat -> Or -> Inscription -> Zombie -> Or -> Gaz_Toxique -> Rat -> Gobelin -> Couloir -> Gaz_Toxique -> Gobelin -> Coffre -> Troll -> Salle_Vide -> Salle_Vide -> Fosse -> Fontaine_Sacree -> Gobelin -> Escalier -> Liche -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Gobelin -> Fosse -> Salle_Vide -> Repas -> Inscription -> Or -> Salle_Vide -> Inscription -> Rat -> Or -> Orc -> Inscription -> Orc -> Zombie -> Gobelin -> Fosse -> Inscription -> Dragon -> Escalier -> Minotaure -> Escalier -> Potion -> Couloir -> Gemmes -> Zombie -> Salle_Vide -> Dragon -> Rat -> Couloir -> Gemmes -> Couloir -> Inscription -> Gaz_Toxique -> Fosse -> Rat -> Orc -> Salle_Vide -> Liche -> Coffre -> Couloir -> Fontaine_Sacree -> Orc -> Escalier -> Escalier -> Inscription -> Gaz_Toxique -> Inscription -> Dragon -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Escalier -> Inscription -> Fontaine_Sacree -> Inscription -> Inscription -> Gobelin -> Repas -> Escalier -> Couloir -> Or -> Gobelin -> Hydre -> Coffre -> Zombie -> Inscription -> Gemmes -> Couloir -> Inscription -> Gaz_Toxique -> Salle_Vide -> Gaz_Toxique -> Dragon -> Sortie,0,synthetic
Entree -> Or -> Fosse -> Hydre -> Gemmes -> Or -> Coffre -> Or -> Escalier -> Inscription -> Couloir -> Or -> Dragon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Rat -> Grande_Potion -> Potion -> Escalier -> Or -> Escalier -> Fontaine_Sacree -> Or -> Gaz_Toxique -> Or -> Rat -> Gemmes -> Troll -> Hydre -> Coffre -> Salle_Vide -> Gemmes -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Dragon -> Or -> Rat -> Gobelin -> Coffre -> Gobelin -> Escalier -> Gemmes -> Escalier -> Escalier -> Escalier -> Orc -> Escalier -> Demon -> Orc -> Gemmes -> Salle_Vide -> Or -> Gobelin -> Troll -> Gobelin -> Rat -> Gaz_Toxique -> Zombie -> Grande_Potion -> Rat -> Or -> Fosse -> Gobelin -> Inscription -> Zombie -> Coffre -> Gaz_Toxique -> Dragon -> Sortie,0,synthetic
Entree -> Liche -> Or -> Orc -> Minotaure -> Fontaine_Sacree -> Piege_a_Pics -> Demon -> Gaz_Toxique -> Escalier -> Zombie -> Coffre -> Troll -> Couloir -> Dragon -> Orc -> Escalier -> Grande_Potion -> Rat -> Rat -> Salle_Vide -> Salle_Vide -> Potion -> Demon -> Zombie -> Coffre -> Or -> Piege_a_Pics -> Orc -> Inscription -> Or -> Demon -> Or -> Zombie -> Gobelin -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Or -> Escalier -> Gaz_Toxique -> Couloir -> Piege_a_Pics -> Piege_a_Pics -> Or -> Dragon -> Salle_Vide -> Gemmes -> Liche -> Couloir -> Grande_Potion -> Grande_Potion -> Or -> Demon -> Sortie,0,synthetic
Entree -> Inscription -> Rat -> Fosse -> Salle_Vide -> Rat -> Rat -> Gobelin -> Orc -> Repas -> Hydre -> Escalier -> Minotaure -> Gemmes -> Inscription -> Minotaure -> Fosse -> Dragon -> Salle_Vide -> Minotaure -> Salle_Vide -> Salle_Vide -> Grande_Potion -> Inscription -> Fontaine_Sacree -> Gaz_Toxique -> Inscription -> Orc -> Coffre -> Fontaine_Sacree -> Gobelin -> Gemmes -> Fontaine_Sacree -> Zombie -> Piege_a_Pics -> Piege_a_Pics -> Troll -> Minotaure -> Sortie,0,synthetic
Entree -> Coffre -> Liche -> Piege_a_Pics -> Piege_a_Pics -> Couloir -> Couloir -> Inscription -> Escalier -> Escalier -> Inscription -> Salle_Vide -> Salle_Vide -> Zombie -> Minotaure -> Escalier -> Coffre -> Orc -> Repas -> Zombie -> Coffre -> Or -> Grande_Potion -> Potion -> Escalier -> Or -> Dragon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Salle_Vide -> Escalier -> Inscription -> Salle_Vide -> Piege_a_Pics -> Coffre -> Salle_Vide -> Demon -> Rat -> Coffre -> Zombie -> Piege_a_Pics -> Orc -> Salle_Vide -> Gemmes -> Gemmes -> Inscription -> Or -> Inscription -> Gemmes -> Dragon -> Coffre -> Inscription -> Or -> Fontaine_Sacree -> Grande_Potion -> Gemmes -> Or -> Couloir -> Dragon -> Gemmes -> Piege_a_Pics -> Orc -> Rat -> Coffre -> Piege_a_Pics -> Gemmes -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Epee_Legendaire -> Orc -> Escalier -> Escalier -> Dragon -> Or -> Salle_Vide -> Gobelin -> Coffre -> Rat -> Escalier -> Gemmes -> Couloir -> Escalier -> Dragon -> Couloir -> Salle_Vide -> Coffre -> Escalier -> Escalier -> Potion -> Salle_Vide -> Zombie -> Couloir -> Or -> Or -> Gaz_Toxique -> Potion -> Salle_Vide -> Potion -> Couloir -> Inscription -> Sortie,0,synthetic
Entree -> Salle_Vide -> Gobelin -> Grande_Potion -> Inscription -> Gaz_Toxique -> Repas -> Gobelin -> Zombie -> Coffre -> Inscription -> Grande_Potion -> Grande_Potion -> Couloir -> Salle_Vide -> Gemmes -> Escalier -> Demon -> Zombie -> Or -> Hydre -> Piege_a_Pics -> Salle_Vide -> Rat -> Gaz_Toxique -> Salle_Vide -> Rat -> Gemmes -> Salle_Vide -> Couloir -> Minotaure -> Couloir -> Rat -> Couloir -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Epee_Legendaire -> Inscription -> Inscription -> Orc -> Gemmes -> Escalier -> Inscription -> Or -> Or -> Potion -> Or -> Zombie -> Salle_Vide -> Inscription -> Salle_Vide -> Grande_Potion -> Gobelin -> Escalier -> Potion -> Inscription -> Repas -> Escalier -> Inscription -> Hydre -> Orc -> Inscription -> Demon -> Coffre -> Minotaure -> Or -> Coffre -> Inscription -> Potion -> Gobelin -> Or -> Escalier -> Piege_a_Pics -> Orc -> Zombie -> Inscription -> Or -> Inscription -> Orc -> Coffre -> Fontaine_Sacree -> Zombie -> Inscription -> Salle_Vide -> Repas -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Orc -> Hydre -> Gaz_Toxique -> Repas -> Gaz_Toxique -> Coffre -> Rat -> Or -> Orc -> Escalier -> Or -> Couloir -> Escalier -> Couloir -> Or -> Fontaine_Sacree -> Hydre -> Minotaure -> Salle_Vide -> Dragon -> Couloir -> Or -> Rat -> Troll -> Coffre -> Repas -> Coffre -> Or -> Escalier -> Repas -> Inscription -> Inscription -> Escalier -> Gemmes -> Repas -> Orc -> Salle_Vide -> Inscription -> Salle_Vide -> Dragon -> Sortie,0,synthetic
Entree -> Dragon -> Inscription -> Inscription -> Salle_Vide -> Orc -> Gobelin -> Fontaine_Sacree -> Or -> Coffre -> Inscription -> Grande_Potion -> Sortie,0,synthetic
Entree -> Fosse -> Or -> Escalier -> Piege_a_Pics -> Coffre -> Potion -> Salle_Vide -> Fontaine_Sacree -> Coffre -> Inscription -> Coffre -> Troll -> Gemmes -> Rat -> Liche -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Gemmes -> Piege_a_Pics -> Coffre -> Salle_Vide -> Repas -> Zombie -> Gemmes -> Or -> Orc -> Coffre -> Potion -> Piege_a_Pics -> Coffre -> Zombie -> Inscription -> Escalier -> Zombie -> Salle_Vide -> Gemmes -> Gemmes -> Escalier -> Hydre -> Potion -> Inscription -> Gaz_Toxique -> Piege_a_Pics -> Dragon -> Dragon -> Orc -> Escalier -> Hydre -> Demon -> Inscription -> Gemmes -> Orc -> Zombie -> Escalier -> Gemmes -> Salle_Vide -> Dragon -> Demon -> Gaz_Toxique -> Gobelin -> Zombie -> Dragon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Fosse -> Demon -> Escalier -> Couloir -> Or -> Coffre -> Fosse -> Coffre -> Inscription -> Grande_Potion -> Demon -> Sortie,0,synthetic
Entree -> Gobelin -> Escalier -> Salle_Vide -> Inscription -> Escalier -> Fosse -> Inscription -> Or -> Couloir -> Coffre -> Escalier -> Orc -> Minotaure -> Inscription -> Fontaine_Sacree -> Minotaure -> Gemmes -> Salle_Vide -> Orc -> Hydre -> Inscription -> Inscription -> Gemmes -> Repas -> Salle_Vide -> Salle_Vide -> Hydre -> Rat -> Salle_Vide -> Liche -> Potion -> Coffre -> Coffre -> Gobelin -> Rat -> Demon -> Sortie,0,synthetic
Entree -> Or -> Or -> Fontaine_Sacree -> Zombie -> Or -> Gemmes -> Zombie -> Salle_Vide -> Inscription -> Gobelin -> Rat -> Inscription -> Inscription -> Inscription -> Inscription -> Hydre -> Demon -> Grande_Potion -> Escalier -> Orc -> Grande_Potion -> Rat -> Couloir -> Salle_Vide -> Couloir -> Or -> Gaz_Toxique -> Couloir -> Coffre -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Escalier -> Gemmes -> Grande_Potion -> Gemmes -> Coffre -> Salle_Vide -> Salle_Vide -> Escalier -> Inscription -> Potion -> Piege_a_Pics -> Couloir -> Fontaine_Sacree -> Orc -> Orc -> Troll -> Gobelin -> Escalier -> Rat -> Hydre -> Zombie -> Inscription -> Coffre -> Couloir -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Coffre -> Hydre -> Inscription -> Troll -> Escalier -> Coffre -> Couloir -> Grande_Potion -> Gemmes -> Inscription -> Escalier -> Gemmes -> Fosse -> Gobelin -> Salle_Vide -> Or -> Piege_a_Pics -> Minotaure -> Potion -> Coffre -> Salle_Vide -> Fontaine_Sacree -> Piege_a_Pics -> Inscription -> Gobelin -> Demon -> Fosse -> Zombie -> Couloir -> Dragon -> Dragon -> Or -> Orc -> Gaz_Toxique -> Coffre -> Couloir -> Coffre -> Orc -> Escalier -> Inscription -> Couloir -> Demon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Salle_Vide -> Piege_a_Pics -> Gobelin -> Fontaine_Sacree -> Salle_Vide -> Escalier -> Gemmes -> Couloir -> Coffre -> Coffre -> Orc -> Demon -> Salle_Vide -> Piege_a_Pics -> Salle_Vide -> Orc -> Escalier -> Demon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Gobelin -> Inscription -> Fosse -> Liche -> Rat -> Repas -> Couloir -> Coffre -> Escalier -> Inscription -> Dragon -> Orc -> Couloir -> Fosse -> Fontaine_Sacree -> Couloir -> Gemmes -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Couloir -> Zombie -> Gemmes -> Gemmes -> Fosse -> Troll -> Coffre -> Escalier -> Grande_Potion -> Orc -> Salle_Vide -> Or -> Potion -> Zombie -> Fosse -> Inscription -> Dragon -> Demon -> Gemmes -> Rat -> Couloir -> Coffre -> Piege_a_Pics -> Potion -> Escalier -> Gobelin -> Repas -> Inscription -> Demon -> Salle_Vide -> Repas -> Salle_Vide -> Zombie -> Zombie -> Hydre -> Hydre -> Sortie,0,synthetic
Entree -> Piege_a_Pics -> Hydre -> Potion -> Gemmes -> Hydre -> Coffre -> Escalier -> Gemmes -> Couloir -> Troll -> Inscription -> Or -> Escalier -> Gaz_Toxique -> Escalier -> Orc -> Gemmes -> Gobelin -> Gobelin -> Piege_a_Pics -> Inscription -> Zombie -> Or -> Or -> Gemmes -> Zombie -> Fontaine_Sacree -> Gobelin -> Gobelin -> Potion -> Fosse -> Grande_Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Fontaine_Sacree -> Gobelin -> Couloir -> Fosse -> Escalier -> Gemmes -> Fontaine_Sacree -> Gemmes -> Escalier -> Hydre -> Orc -> Or -> Rat -> Coffre -> Salle_Vide -> Fosse -> Salle_Vide -> Or -> Orc -> Couloir -> Liche -> Or -> Coffre -> Piege_a_Pics -> Escalier -> Inscription -> Zombie -> Gemmes -> Gemmes -> Couloir -> Escalier -> Orc -> Gemmes -> Couloir -> Or -> Gaz_Toxique -> Gemmes -> Zombie -> Gobelin -> Grande_Potion -> Demon -> Orc -> Inscription -> Rat -> Zombie -> Or -> Salle_Vide -> Hydre -> Dragon -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Couloir -> Liche -> Escalier -> Rat -> Rat -> Piege_a_Pics -> Hydre -> Gobelin -> Inscription -> Inscription -> Fosse -> Escalier -> Inscription -> Grande_Potion -> Gemmes -> Repas -> Piege_a_Pics -> Gaz_Toxique -> Fosse -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Inscription -> Grande_Potion -> Inscription -> Gobelin -> Escalier -> Gobelin -> Gaz_Toxique -> Coffre -> Minotaure -> Zombie -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Gemmes -> Piege_a_Pics -> Minotaure -> Potion -> Gemmes -> Troll -> Orc -> Or -> Or -> Or -> Gaz_Toxique -> Sortie,0,synthetic
Entree -> Troll -> Salle_Vide -> Hydre -> Hydre -> Escalier -> Salle_Vide -> Coffre -> Escalier -> Inscription -> Or -> Gemmes -> Couloir -> Piege_a_Pics -> Orc -> Zombie -> Fosse -> Orc -> Escalier -> Rat -> Coffre -> Fontaine_Sacree -> Hydre -> Salle_Vide -> Inscription -> Gobelin -> Coffre -> Potion -> Demon -> Sortie,0,synthetic
Entree -> Coffre -> Gemmes -> Zombie -> Hydre -> Orc -> Fosse -> Escalier -> Gobelin -> Coffre -> Escalier -> Fosse -> Demon -> Fosse -> Coffre -> Orc -> Hydre -> Couloir -> Rat -> Orc -> Minotaure -> Or -> Fontaine_Sacree -> Orc -> Gemmes -> Or -> Dragon -> Inscription -> Gaz_Toxique -> Fontaine_Sacree -> Fontaine_Sacree -> Escalier -> Inscription -> Piege_a_Pics -> Gobelin -> Coffre -> Or -> Dragon -> Piege_a_Pics -> Grande_Potion -> Repas -> Rat -> Couloir -> Or -> Coffre -> Zombie -> Coffre -> Couloir -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Gaz_Toxique -> Inscription -> Coffre -> Demon -> Gemmes -> Fontaine_Sacree -> Zombie -> Coffre -> Salle_Vide -> Orc -> Dragon -> Zombie -> Orc -> Or -> Salle_Vide -> Orc -> Piege_a_Pics -> Escalier -> Salle_Vide -> Repas -> Gaz_Toxique -> Dragon -> Orc -> Or -> Orc -> Gemmes -> Troll -> Coffre -> Coffre -> Gemmes -> Orc -> Salle_Vide -> Piege_a_Pics -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Gobelin -> Potion -> Or -> Gemmes -> Couloir -> Coffre -> Coffre -> Or -> Gaz_Toxique -> Grande_Potion -> Escalier -> Salle_Vide -> Couloir -> Gemmes -> Gemmes -> Gemmes -> Couloir -> Inscription -> Orc -> Potion -> Repas -> Gemmes -> Piege_a_Pics -> Fontaine_Sacree -> Rat -> Troll -> Potion -> Fontaine_Sacree -> Escalier -> Coffre -> Fontaine_Sacree -> Sortie,1,synthetic
Entree -> Escalier -> Gemmes -> Escalier -> Piege_a_Pics -> Liche -> Dragon -> Gemmes -> Inscription -> Gemmes -> Salle_Vide -> Gemmes -> Repas -> Escalier -> Piege_a_Pics -> Demon -> Orc -> Salle_Vide -> Gemmes -> Gaz_Toxique -> Gemmes -> Or -> Inscription -> Gobelin -> Salle_Vide -> Escalier -> Rat -> Grande_Potion -> Inscription -> Salle_Vide -> Minotaure -> Couloir -> Demon -> Potion -> Zombie -> Escalier -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Epee_Legendaire -> Orc -> Inscription -> Or -> Troll -> Gemmes -> Inscription -> Salle_Vide -> Inscription -> Troll -> Zombie -> Rat -> Fontaine_Sacree -> Rat -> Couloir -> Zombie -> Potion -> Orc -> Salle_Vide -> Rat -> Rat -> Orc -> Gemmes -> Rat -> Gemmes -> Inscription -> Or -> Inscription -> Orc -> Gobelin -> Or -> Gemmes -> Couloir -> Demon -> Orc -> Liche -> Escalier -> Orc -> Zombie -> Salle_Vide -> Salle_Vide -> Couloir -> Piege_a_Pics -> Coffre -> Or -> Coffre -> Grande_Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Gemmes -> Hydre -> Potion -> Couloir -> Gobelin -> Piege_a_Pics -> Potion -> Inscription -> Or -> Escalier -> Inscription -> Orc -> Gaz_Toxique -> Salle_Vide -> Potion -> Couloir -> Gemmes -> Zombie -> Or -> Salle_Vide -> Orc -> Zombie -> Zombie -> Inscription -> Repas -> Coffre -> Rat -> Escalier -> Demon -> Coffre -> Or -> Zombie -> Gobelin -> Inscription -> Orc -> Couloir -> Rat -> Orc -> Or -> Couloir -> Fosse -> Gemmes -> Potion -> Orc -> Liche -> Escalier -> Couloir -> Orc -> Gaz_Toxique -> Couloir -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Piege_a_Pics -> Or -> Rat -> Coffre -> Escalier -> Fontaine_Sacree -> Salle_Vide -> Grande_Potion -> Or -> Couloir -> Couloir -> Fontaine_Sacree -> Demon -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Dragon -> Salle_Vide -> Coffre -> Escalier -> Gaz_Toxique -> Gemmes -> Liche -> Salle_Vide -> Escalier -> Hydre -> Rat -> Dragon -> Fosse -> Grande_Potion -> Orc -> Rat -> Escalier -> Salle_Vide -> Escalier -> Fontaine_Sacree -> Couloir -> Coffre -> Gobelin -> Inscription -> Inscription -> Couloir -> Gobelin -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
Entree -> Coffre -> Coffre -> Repas -> Fontaine_Sacree -> Troll -> Or -> Grande_Potion -> Repas -> Salle_Vide -> Minotaure -> Rat -> Troll -> Salle_Vide -> Escalier -> Or -> Zombie -> Zombie -> Escalier -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Orc -> Or -> Potion -> Orc -> Piege_a_Pics -> Dragon -> Gemmes -> Liche -> Couloir -> Gobelin -> Escalier -> Couloir -> Gemmes -> Liche -> Escalier -> Zombie -> Salle_Vide -> Or -> Demon -> Grande_Potion -> Coffre -> Dragon -> Sortie,0,synthetic
Entree -> Amulette_Protection -> Epee_Legendaire -> Couloir -> Salle_Vide -> Gaz_Toxique -> Fosse -> Gemmes -> Escalier -> Zombie -> Or -> Couloir -> Inscription -> Gobelin -> Grande_Potion -> Escalier -> Piege_a_Pics -> Or -> Inscription -> Repas -> Salle_Vide -> Salle_Vide -> Escalier -> Gemmes -> Escalier -> Sortie,1,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Epee_Legendaire -> Salle_Vide -> Zombie -> Repas -> Coffre -> Coffre -> Minotaure -> Gobelin -> Minotaure -> Or -> Couloir -> Minotaure -> Minotaure -> Escalier -> Gobelin -> Salle_Vide -> Inscription -> Couloir -> Rat -> Salle_Vide -> Piege_a_Pics -> Salle_Vide -> Or -> Rat -> Inscription -> Or -> Escalier -> Couloir -> Escalier -> Inscription -> Repas -> Grande_Potion -> Gobelin -> Salle_Vide -> Dragon -> Escalier -> Escalier -> Or -> Fontaine_Sacree -> Inscription -> Rat -> Hydre -> Piege_a_Pics -> Couloir -> Potion -> Gaz_Toxique -> Potion -> Fontaine_Sacree -> Gobelin -> Gemmes -> Liche -> Sortie,0,synthetic
Entree -> Potion -> Dragon -> Sortie,1,synthetic
Entree -> Dragon -> Potion -> Sortie,0,synthetic
